Revised Product Name,Product category,Sub category,MRP,VAT,Maalgaadi Cost price,Maalgaadi Price,Customer Discount,Customer Discount %,Description
GLADE REFILL TOUCH & FRESH LAVENDER,Household Essentials,Room Freshners/ Toilet Freshners,65,12.5,59.1,64,1,2%,"Buy GLADE REFILL TOUCH & FRESH LAVENDER, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
GLADE REFILL TOUCH & FRESH LEMON,Household Essentials,Room Freshners/ Toilet Freshners,65,12.5,59.1,64,1,2%,"Buy GLADE REFILL TOUCH & FRESH LEMON, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
GLADE TOUCH & FRESH CLEAN AIR FRESHNER PRIMARY,Household Essentials,Room Freshners/ Toilet Freshners,90,12.5,81.82,88,2,2%,"Buy GLADE TOUCH & FRESH CLEAN AIR FRESHNER PRIMARY, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
GLADE TOUCH & FRESH CLEAN AIR FRESHNER REFILL,Household Essentials,Room Freshners/ Toilet Freshners,65,12.5,59.1,64,1,2%,"Buy GLADE TOUCH & FRESH CLEAN AIR FRESHNER REFILL, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
LAXMI DHOOP LARGE 1NOS,Household Essentials,Room Freshners/ Toilet Freshners,15,0,13.04,14.5,0.5,3%,"Buy LAXMI DHOOP LARGE 1NOS, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
LIAARA FORESIGHT FRESHNESS BT 50G,Household Essentials,Room Freshners/ Toilet Freshners,30,12.5,27.27,29.5,0.5,2%,"Buy LIAARA FORESIGHT FRESHNESS BT 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
LIAARA MICROSPRY FRESH ROSE 15ML,Household Essentials,Room Freshners/ Toilet Freshners,77,12.5,70,75,2,3%,"Buy LIAARA MICROSPRY FRESH ROSE 15ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
MYSORE CHANDAN DHOOP 16'S,Household Essentials,Room Freshners/ Toilet Freshners,25,0,21.74,24.5,0.5,2%,"Buy MYSORE CHANDAN DHOOP 16'S, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ODONIL AEROSOL LAVENDER BREEZE 250G,Household Essentials,Room Freshners/ Toilet Freshners,100,12.5,90.91,98,2,2%,"Buy ODONIL AEROSOL LAVENDER BREEZE 250G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ODONIL AIR FRESHNER BLACK JASMINE 50G,Household Essentials,Room Freshners/ Toilet Freshners,33,12.5,30,32.5,0.5,2%,"Buy ODONIL AIR FRESHNER BLACK JASMINE 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ODONIL AIR FRESHNER BLACK LAVENDER 50G,Household Essentials,Room Freshners/ Toilet Freshners,33,12.5,30,32.5,0.5,2%,"Buy ODONIL AIR FRESHNER BLACK LAVENDER 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ODONIL AIR FRESHNER BLACK ORCHID 50G,Household Essentials,Room Freshners/ Toilet Freshners,33,12.5,30,32.5,0.5,2%,"Buy ODONIL AIR FRESHNER BLACK ORCHID 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ODONIL AIR FRESHNER JASMINE 75G,Household Essentials,Room Freshners/ Toilet Freshners,44,12.5,40.01,43.5,0.5,1%,"Buy ODONIL AIR FRESHNER JASMINE 75G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ODONIL AIR FRESHNER LAVENDER 75G,Household Essentials,Room Freshners/ Toilet Freshners,44,12.5,40.01,43.5,0.5,1%,"Buy ODONIL AIR FRESHNER LAVENDER 75G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ODONIL AIR FRESHNER MYSTIC ROSE 50G,Household Essentials,Room Freshners/ Toilet Freshners,33,12.5,30,32.5,0.5,2%,"Buy ODONIL AIR FRESHNER MYSTIC ROSE 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ODONIL AIR FRESHNER MYSTIC ROSE 75G,Household Essentials,Room Freshners/ Toilet Freshners,44,12.5,40.01,43.5,0.5,1%,"Buy ODONIL AIR FRESHNER MYSTIC ROSE 75G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ODONIL BLOCKS (2x50G) + 35G,Household Essentials,Room Freshners/ Toilet Freshners,64,12.5,58.19,63,1,2%,"Buy ODONIL BLOCKS (2x50G) + 35G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ODONIL BLOCKS (2x75G) + 50G,Household Essentials,Room Freshners/ Toilet Freshners,86,12.5,78.18,84,2,2%,"Buy ODONIL BLOCKS (2x75G) + 50G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ODONIL LAVENDER 140 GMS,Household Essentials,Room Freshners/ Toilet Freshners,65,12.5,59.1,64,1,2%,"Buy ODONIL LAVENDER 140 GMS, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ODONIL ROSE GARDEN ROOM FRESH 250G,Household Essentials,Room Freshners/ Toilet Freshners,115,12.5,104.55,112,3,3%,"Buy ODONIL ROSE GARDEN ROOM FRESH 250G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRASSO LIQUID 100ML,Household Essentials,Shoe  Care,57,12.5,51.82,56,1,2%,"Buy BRASSO LIQUID 100ML, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CHITALE AMRAKHAND 250G,Packed food,Amrakhand,48,5,47.04,48,0,0%,"Buy CHITALE AMRAKHAND 250G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CHITALE AMRAKHAND 500G,Packed food,Amrakhand,90,5,88.2,89.5,0.5,1%,"Buy CHITALE AMRAKHAND 500G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA PREMIUM BAKE SUJI TOAST 200G,Packed food,Bakery ,25,0,24.25,25,0,0%,"Buy BRITANNIA PREMIUM BAKE SUJI TOAST 200G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA PREMIUM BAKE SUJI TOAST 300G,Packed food,Bakery ,35,0,33.95,35,0,0%,"Buy BRITANNIA PREMIUM BAKE SUJI TOAST 300G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA PREMIUM BAKE SUJI TOAST 82G,Packed food,Bakery ,10,0,9.7,10,0,0%,"Buy BRITANNIA PREMIUM BAKE SUJI TOAST 82G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KRAFT BROWN BREAD 400GM,Packed food,Bakery ,30,0,29.1,30,0,0%,"Buy KRAFT BROWN BREAD 400GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KRAFT BURGER BUN 200GM (4PC),Packed food,Bakery ,30,0,29.1,30,0,0%,"Buy KRAFT BURGER BUN 200GM (4PC), Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KRAFT CHOCOLATE COOKIES 200GM,Packed food,Bakery ,36,12.5,34.92,36,0,0%,"Buy KRAFT CHOCOLATE COOKIES 200GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KRAFT CHOCOLATE ROLL 200GM,Packed food,Bakery ,50,12.5,48.5,49.5,0.5,1%,"Buy KRAFT CHOCOLATE ROLL 200GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KRAFT COCONUT MACRON 200GM,Packed food,Bakery ,50,12.5,48.5,49.5,0.5,1%,"Buy KRAFT COCONUT MACRON 200GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KRAFT GARLIC BREAD 300GM,Packed food,Bakery ,42,0,40.74,42,0,0%,"Buy KRAFT GARLIC BREAD 300GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KRAFT STRAWBERRY COOKIES 200GM,Packed food,Bakery ,50,12.5,48.5,49.5,0.5,1%,"Buy KRAFT STRAWBERRY COOKIES 200GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KRAFT SPECIAL MILK TOAST 150GM,Packed food,Bakery ,20,0,19.4,20,0,0%,"Buy KRAFT SPECIAL MILK TOAST 150GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KRAFT TRIANGLE WHITE BREAD 300GM,Packed food,Bakery ,25,0,24.25,25,0,0%,"Buy KRAFT TRIANGLE WHITE BREAD 300GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KRAFT WHOLE WHEAT JEERA TOAST 150GM,Packed food,Bakery ,25,0,24.25,25,0,0%,"Buy KRAFT WHOLE WHEAT JEERA TOAST 150GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
KREAM ROLL CHOCOLATE FLV 50GM,Packed food,Bakery ,10,12.5,9.7,10,0,0%,"Buy KREAM ROLL CHOCOLATE FLV 50GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
CADBURY OREO 20G PACK OF 32,Packed food,Biscuit,160,12.5,145.45,157,3,2%,"Buy CADBURY OREO 20G PACK OF 32, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
ANZAC COOKIES 75G PACK OF 3,Packed food,Biscuits,45,12.5,40.55,44,1,2%,"Buy ANZAC COOKIES 75G PACK OF 3, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRADMAN CHOCHIP COOKIES 75G PACK OF 3,Packed food,Biscuits,60,12.5,54.06,59,1,2%,"Buy BRADMAN CHOCHIP COOKIES 75G PACK OF 3, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA 50-50 BISCUITS 50G PACK OF 6,Packed food,Biscuits,30,12.5,27.27,29.5,0.5,2%,"Buy BRITANNIA 50-50 BISCUITS 50G PACK OF 6, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA BOURBON 120G PACK OF 5,Packed food,Biscuits,90,12.5,81.82,88,2,2%,"Buy BRITANNIA BOURBON 120G PACK OF 5, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA BOURBON 75G PACK OF 5,Packed food,Biscuits,50,12.5,44.64,49,1,2%,"Buy BRITANNIA BOURBON 75G PACK OF 5, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA BOURBON CAPPUCCINO 50G PACK OF 6,Packed food,Biscuits,60,12.5,54.54,59,1,2%,"Buy BRITANNIA BOURBON CAPPUCCINO 50G PACK OF 6, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA BOURBON PET JR 32G X 23UNT,Packed food,Biscuits,115,12.5,104.55,112,3,3%,"Buy BRITANNIA BOURBON PET JR 32G X 23UNT, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA BOURBON TREAT 150G,Packed food,Biscuits,25,12.5,22.73,24.5,0.5,2%,"Buy BRITANNIA BOURBON TREAT 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA CHOCONUT 75G,Packed food,Biscuits,20,12.5,17.7,19.5,0.5,3%,"Buy BRITANNIA CHOCONUT 75G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA CLASSIC LITE 100G PACK OF 6,Packed food,Biscuits,90,12.5,81.82,88,2,2%,"Buy BRITANNIA CLASSIC LITE 100G PACK OF 6, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA CLASSIC LITE 200G,Packed food,Biscuits,30,12.5,27.27,29.5,0.5,2%,"Buy BRITANNIA CLASSIC LITE 200G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA GOOD DAY BUTTER 75G PACK OF 6,Packed food,Biscuits,60,12.5,54.54,59,1,2%,"Buy BRITANNIA GOOD DAY BUTTER 75G PACK OF 6, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA GOOD DAY BUTTER 150 G FP,Packed food,Biscuits,20,12.5,18.18,19.5,0.5,3%,"Buy BRITANNIA GOOD DAY BUTTER 150 G FP, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA GOOD DAY CASHEW 100G PACK OF 6,Packed food,Biscuits,90,12.5,81.82,88,2,2%,"Buy BRITANNIA GOOD DAY CASHEW 100G PACK OF 6, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA GOOD DAY CASHEW 150G FP,Packed food,Biscuits,25,12.5,22.73,24.5,0.5,2%,"Buy BRITANNIA GOOD DAY CASHEW 150G FP, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA GOOD DAY CASHEW 50G PACK OF 12,Packed food,Biscuits,84,12.5,76.37,82,2,2%,"Buy BRITANNIA GOOD DAY CASHEW 50G PACK OF 12, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA GOOD DAY CHOCOCHIP 75G,Packed food,Biscuits,20,12.5,18.18,19.5,0.5,3%,"Buy BRITANNIA GOOD DAY CHOCOCHIP 75G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA GOOD DAY PISTA BADAM 100G PACK OF 6,Packed food,Biscuits,120,12.5,109.09,117,3,3%,"Buy BRITANNIA GOOD DAY PISTA BADAM 100G PACK OF 6, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA JAM TREAT 150G,Packed food,Biscuits,25,12.5,22.73,24.5,0.5,2%,"Buy BRITANNIA JAM TREAT 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA JIM JAM 100G PACK OF 5,Packed food,Biscuits,75,12.5,68.19,73,2,3%,"Buy BRITANNIA JIM JAM 100G PACK OF 5, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA LITTLE HEARTS 20G PACK OF 5,Packed food,Biscuits,25,12.5,22.73,24.5,0.5,2%,"Buy BRITANNIA LITTLE HEARTS 20G PACK OF 5, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA MARIE GOLD 100 PACK OF 5,Packed food,Biscuits,50,12.5,44.64,49,1,2%,"Buy BRITANNIA MARIE GOLD 100 PACK OF 5, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA MARIE GOLD 52G PACK OF 5,Packed food,Biscuits,25,12.5,22.32,24.5,0.5,2%,"Buy BRITANNIA MARIE GOLD 52G PACK OF 5, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA MARIEGOLD 250G,Packed food,Biscuits,24,12.5,21.81,23.5,0.5,2%,"Buy BRITANNIA MARIEGOLD 250G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA MASKA CHASKA 60G PACK OF 6,Packed food,Biscuits,60,12.5,54.54,59,1,2%,"Buy BRITANNIA MASKA CHASKA 60G PACK OF 6, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA MILK BIKIS CREAM 100G PACK OF 6,Packed food,Biscuits,108,12.5,80.36,102,6,6%,"Buy BRITANNIA MILK BIKIS CREAM 100G PACK OF 6, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA NICE 73G PACK OF 6,Packed food,Biscuits,60,12.5,52.63,58,2,3%,"Buy BRITANNIA NICE 73G PACK OF 6, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA NUTRI CHOICE 5GRAIN 100G,Packed food,Biscuits,25,12.5,22.73,24.5,0.5,2%,"Buy BRITANNIA NUTRI CHOICE 5GRAIN 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA NUTRI CHOICE 5GRAIN 200G,Packed food,Biscuits,50,12.5,45.45,49,1,2%,"Buy BRITANNIA NUTRI CHOICE 5GRAIN 200G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA NUTRICHOICE DIGESTIVE 100G PACK OF 6,Packed food,Biscuits,90,12.5,78.95,87,3,3%,"Buy BRITANNIA NUTRICHOICE DIGESTIVE 100G PACK OF 6, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA NUTRI CHOICE DIGESTIVE 75G PACK OF 5,Packed food,Biscuits,60,12.5,54.54,59,1,2%,"Buy BRITANNIA NUTRI CHOICE DIGESTIVE 75G PACK OF 5, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA NUTRI CHOICE DIGESTIVE 250G,Packed food,Biscuits,50,12.5,45.45,49,1,2%,"Buy BRITANNIA NUTRI CHOICE DIGESTIVE 250G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA NUTRICHOICE OAT MEAL 150G,Packed food,Biscuits,50,12.5,45.45,49,1,2%,"Buy BRITANNIA NUTRICHOICE OAT MEAL 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA NUTRI CHOICE OAT MEAL 75G,Packed food,Biscuits,25,12.5,22.73,24.5,0.5,2%,"Buy BRITANNIA NUTRI CHOICE OAT MEAL 75G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA NUTRI CHOICE RAGI COOK 150G,Packed food,Biscuits,50,12.5,45.45,49,1,2%,"Buy BRITANNIA NUTRI CHOICE RAGI COOK 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA NUTRI CHOICE RAGI COOK 75G,Packed food,Biscuits,25,12.5,22.73,24.5,0.5,2%,"Buy BRITANNIA NUTRI CHOICE RAGI COOK 75G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA NUTRICHOICE ROASTY MINT CHAT 90G,Packed food,Biscuits,35,5,31.82,34.5,0.5,1%,"Buy BRITANNIA NUTRICHOICE ROASTY MINT CHAT 90G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA PURE MAGIC CHOC 100G,Packed food,Biscuits,25,12.5,22.73,24.5,0.5,2%,"Buy BRITANNIA PURE MAGIC CHOC 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA PURE MAGIC PRALINE CREAM 100G,Packed food,Biscuits,25,12.5,22.73,24.5,0.5,2%,"Buy BRITANNIA PURE MAGIC PRALINE CREAM 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA PURE MAGIC VANILLA CREAM 100G,Packed food,Biscuits,25,12.5,22.73,24.5,0.5,2%,"Buy BRITANNIA PURE MAGIC VANILLA CREAM 100G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA TIGER CHOCOLATE CREAM 107G PACK OF 5,Packed food,Biscuits,50,12.5,45.45,49,1,2%,"Buy BRITANNIA TIGER CHOCOLATE CREAM 107G PACK OF 5, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA TIGER CHOCOLATE CREAM 50G PACK OF 6,Packed food,Biscuits,30,12.5,27.27,29.5,0.5,2%,"Buy BRITANNIA TIGER CHOCOLATE CREAM 50G PACK OF 6, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
BRITANNIA TIGER CREAM ELAICHI 50G PACK OF 6,Packed food,Biscuits,30,12.5,27.27,29.5,0.5,2%,"Buy BRITANNIA TIGER CREAM ELAICHI 50G PACK OF 6, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
